customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6867-IWKKO,Female,1,Yes,No,35,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,38.81,1358.35,No
6042-YCJAH,Female,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,79.73,478.38,No
5819-IXRUC,Male,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.14,941.4,Yes
0454-NFCWS,Female,1,Yes,Yes,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.62,4033.4,No
0470-GRZEV,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.67,1741.75,Yes
5234-JTKOK,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,79.69,5339.23,Yes
8469-FIJNI,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),24.35,194.8,No
6620-RBEYP,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.9,2876.8,Yes
9095-KZSYN,Female,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92.16,3041.28,Yes
0213-XDQMQ,Male,1,No,Yes,19,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,41.42,786.98,Yes
8596-SBARX,Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,57.77,462.16,Yes
2965-UAAKA,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,52.78,3536.26,Yes
1980-WVKBA,Male,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49.84,299.04,Yes
4970-JGINO,Male,0,Yes,No,15,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,77.39,1160.85,No
0789-QLRHW,Female,1,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,84.22,2779.26,No
3308-TCSBZ,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.72,3566.08,No
8950-LVYYX,Female,1,No,No,21,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,109.83,2306.43,Yes
9344-VOCVK,Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.53,4254.91,No
1937-LZEQG,Male,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),111.67,6700.2,No
4315-RSSWP,Male,1,No,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,107.56,5162.88,No
0593-PDUXH,Female,1,Yes,Yes,62,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,23.02,1427.24,No
7045-GOSDA,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,97.03,1067.33,No
4895-ODOFB,Female,1,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),33.23,996.9,No
4718-UHALB,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),98.95,989.5,No
5108-DREHY,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.06,1644.86,No
5948-RSEKN,Male,1,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,67.38,1549.74,No
3995-PWOIO,Female,1,Yes,Yes,2,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),35.97,71.94,Yes
5012-BUGGE,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),21.47,1374.08,No
9969-MVIDQ,Female,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,106.45,3725.75,Yes
1602-DSHNZ,Female,0,Yes,Yes,37,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,33.11,1225.07,Yes
5517-IPYJK,Female,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,53.93,3613.31,No
1372-WAILL,Male,1,No,Yes,54,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,27.28,1473.12,Yes
4448-EKBEU,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),90.94,2637.26,Yes
4852-AFONE,Female,1,No,Yes,41,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,109.33,4482.53,Yes
1132-TCBVQ,Female,1,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,42.22,2575.42,No
0620-CFHTD,Female,1,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),86.77,1214.78,No
9792-ODRQS,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),35.69,1748.81,No
7188-EGAIO,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,96.18,4905.18,No
0005-UMSTV,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.27,2824.64,Yes
4307-LVZCN,Female,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.55,1645.65,Yes
4825-FIOJQ,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.88,287.52,Yes
5237-NFKOT,Male,1,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),82.95,3152.1,Yes
0233-WUGHT,Male,1,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.96,2601.52,Yes
2849-WECEO,Male,1,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,104.81,3668.35,Yes
9929-ZLAUQ,Male,1,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),91.45,1097.4,Yes
0239-HIKTA,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.95,8564.4,Yes
1598-GAZIK,Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,77.18,1852.32,No
1235-XLENH,Male,1,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.88,3709.92,No
5533-JUTFA,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.66,3978.54,Yes
6015-LNRZI,Male,1,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,103.74,2489.76,Yes
5293-YLZOU,Female,1,Yes,Yes,30,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,116.47,3494.1,Yes
1509-QXBDG,Female,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.49,634.23,No
5244-NMLCQ,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.26,2422.56,No
6734-UTEOH,Female,1,No,No,6,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,27.69,166.14,No
9423-CORQQ,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.62,1164.26,No
6322-PTYIN,Male,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,81.04,5024.48,Yes
8060-RJABP,Male,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.12,1268.4,No
7090-BQEND,Male,0,No,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,112.84,5077.8,No
0050-FRQDU,Male,1,Yes,No,53,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,117.83,6244.99,Yes
8227-IGXYR,Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,58.74,3818.1,No
2890-OHEQL,Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.03,3551.5,Yes
6924-YTOLK,Female,0,No,No,12,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),109.09,1309.08,Yes
0382-OXEEN,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.86,5179.02,Yes
1526-YNBEZ,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,45.47,1864.27,No
8662-XKBLN,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,95.31,1143.72,No
3337-XRKED,Female,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.12,1331.36,No
